region,Address,PostalCode,City,Rating,region_id,Website,Phone,Details,type,HotelId,HotelName
NY,147 West 43rd Street,10036,New York City,4,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d113317-Reviews-Casablanca_Hotel_Times_Square-New_York_City_New_York.html,,,hotel,113317,Casablanca Hotel Times Square
CA,300 S Doheny Dr,90048,Los Angeles,5,32655,http://www.tripadvisor.com/Hotel_Review-g32655-d76049-Reviews-Four_Seasons_Hotel_Los_Angeles_at_Beverly_Hills-Los_Angeles_California.html,,,hotel,76049,Four Seasons Hotel Los Angeles at Beverly Hills
NY,790 Eighth Avenue,10019,New York City,3.5,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d99352-Reviews-Hilton_Garden_Inn_Times_Square-New_York_City_New_York.html,,,hotel,99352,Hilton Garden Inn Times Square
NY,152 West 51st Street,10019,New York City,4,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d93589-Reviews-The_Michelangelo_Hotel-New_York_City_New_York.html,,,hotel,93589,The Michelangelo Hotel
NY,130 West 46th Street,10036,New York City,4,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d217616-Reviews-The_Muse_Hotel_New_York-New_York_City_New_York.html,,,hotel,217616,The Muse Hotel New York
NY,45 West 44th Street,10036,New York City,4.5,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d208454-Reviews-Sofitel_New_York-New_York_City_New_York.html,,,hotel,208454,Sofitel New York
NY,1170 Broadway & 28th Street,10001,New York City,,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d2643161-Reviews-The_NoMad_Hotel-New_York_City_New_York.html,,,hotel,2643161,The NoMad Hotel
NY,340 West 40th Street,10018,New York City,3.5,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d1465162-Reviews-Staybridge_Suites_Times_Square_New_York_City-New_York_City_New_York.html,,,hotel,1465162,Staybridge Suites Times Square - New York City
NY,781 Fifth Avenue,10022,New York City,4.5,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d93559-Reviews-The_Sherry_Netherland_Hotel-New_York_City_New_York.html,,,hotel,93559,The Sherry-Netherland Hotel
NY,150 East 50th Street,10022,New York City,4,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d80112-Reviews-San_Carlos_Hotel-New_York_City_New_York.html,,,hotel,80112,San Carlos Hotel
NY,49 W 44th St,10036,New York City,4,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d93396-Reviews-The_Iroquois-New_York_City_New_York.html,,,hotel,93396,The Iroquois
NY,851 Avenue of the Americas (Sixth Avenue),10001,New York City,4,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d1456560-Reviews-Eventi_a_Kimpton_Hotel-New_York_City_New_York.html,,,hotel,1456560,Eventi - a Kimpton Hotel
NY,130 West 44th Street,10036,New York City,5,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d1641016-Reviews-The_Chatwal-New_York_City_New_York.html,,,hotel,1641016,The Chatwal
NY,400 Fifth Avenue,10018,New York City,5,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d1776857-Reviews-The_Setai_Fifth_Avenue_a_Capella_managed_Hotel-New_York_City_New_York.html,,,hotel,1776857,"The Setai Fifth Avenue, a Capella managed Hotel"
NY,485 5th Avenue,10017,New York City,4,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d1762573-Reviews-Andaz_5th_Avenue-New_York_City_New_York.html,,,hotel,1762573,Andaz 5th Avenue
NY,2130 Broadway at 75th Street,10023,New York City,3,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d93338-Reviews-Hotel_Beacon-New_York_City_New_York.html,,,hotel,93338,Hotel Beacon
NY,50 Central Park South,10019,New York City,5,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d224224-Reviews-The_Ritz_Carlton_New_York_Central_Park-New_York_City_New_York.html,,,hotel,224224,"The Ritz-Carlton New York, Central Park"
TX,10609 Westpark Drive,77042,Houston,3,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d1866401-Reviews-Holiday_Inn_Hotel_Houston_Westchase-Houston_Texas.html,,,hotel,1866401,Holiday Inn Hotel-Houston Westchase
TX,4 Riverway,77056,Houston,4.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d99060-Reviews-Omni_Houston_Hotel-Houston_Texas.html,,,hotel,99060,Omni Houston Hotel
TX,930 Normandy St,77015,Houston,2.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d1218737-Reviews-La_Quinta_Inn_Suites_Houston_Normandy-Houston_Texas.html,,,hotel,1218737,La Quinta Inn & Suites Houston - Normandy
TX,12801 Northwest Fwy,77040-6301,Houston,3.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d99081-Reviews-Crowne_Plaza_Houston_Brookhollow-Houston_Texas.html,,,hotel,99081,Crowne Plaza Houston - Brookhollow
TX,1615 W. Loop South,77027,Houston,3,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d107915-Reviews-Drury_Inn_Suites_Houston_Near_The_Galleria-Houston_Texas.html,,,hotel,107915,Drury Inn & Suites Houston Near The Galleria
TX,945 Gessner Road,77024,Houston,4,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d1966350-Reviews-The_Westin_Houston_Memorial_City-Houston_Texas.html,,,hotel,1966350,The Westin Houston Memorial City
TX,4800 Calhoun Rd,77004,Houston,3.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d108038-Reviews-Hilton_University_of_Houston-Houston_Texas.html,,,hotel,108038,Hilton University of Houston
TX,800 Sorella Court,77024,Houston,4,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d1200103-Reviews-Hotel_Sorella_CITYCENTRE-Houston_Texas.html,,,hotel,1200103,Hotel Sorella CITYCENTRE
TX,220 Main Street,77002,Houston,4,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d283873-Reviews-Hotel_Icon_Autograph_Collection-Houston_Texas.html,,,hotel,283873,"Hotel Icon, Autograph Collection"
TX,1300 Lamar Street,77010,Houston,5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d98952-Reviews-Four_Seasons_Hotel_Houston-Houston_Texas.html,,,hotel,98952,Four Seasons Hotel Houston
TX,5454 Hollister Street,77040,Houston,2.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d107956-Reviews-Extended_Stay_America_Houston_Northwest-Houston_Texas.html,,,hotel,107956,Extended Stay America - Houston - Northwest
TX,12245 Katy Freeway,77079,Houston,3,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d1158926-Reviews-Hilton_Garden_Inn_Houston_Energy_Corridor-Houston_Texas.html,,,hotel,1158926,Hilton Garden Inn Houston Energy Corridor
TX,1600 Lamar,77010,Houston,4,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d282699-Reviews-Hilton_Americas_Houston-Houston_Texas.html,,,hotel,282699,Hilton Americas - Houston
TX,915 West Dallas,77019,Houston,3.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d239853-Reviews-BEST_WESTERN_PLUS_Downtown_Inn_Suites_Houston-Houston_Texas.html,,,hotel,239853,BEST WESTERN PLUS Downtown Inn & Suites Houston
TX,2900 Sage Road,77056,Houston,3,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d665163-Reviews-Courtyard_by_Marriott_Houston_by_the_Galleria-Houston_Texas.html,,,hotel,665163,Courtyard by Marriott Houston by the Galleria
TX,6 Greenway Plaza East,77046,Houston,4,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d111618-Reviews-Renaissance_Houston_Hotel_Greenway_Plaza-Houston_Texas.html,,,hotel,111618,Renaissance Houston Hotel Greenway Plaza
TX,5060 West Alabama Street,77056,Houston,4,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d99114-Reviews-Westin_Galleria_Houston_Hotel-Houston_Texas.html,,,hotel,99114,Westin Galleria Houston Hotel
TX,9975 Westheimer Rd,77042,Houston,3,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d107924-Reviews-Courtyard_by_Marriott_Houston_Westchase-Houston_Texas.html,,,hotel,107924,Courtyard by Marriott Houston Westchase
TX,1715 Old Spanish Trail,77054,Houston,2.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d223151-Reviews-Hampton_Inn_and_Suites_Houston_Medical_Center_Reliant_Park-Houston_Texas.html,,,hotel,223151,Hampton Inn and Suites Houston Medical Center - Reliant Park
TX,11130 Northwest Freeway,77092,Houston,2.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d223137-Reviews-La_Quinta_Inn_Houston_Northwest-Houston_Texas.html,,,hotel,223137,La Quinta Inn Houston Northwest
TX,1117 Prairie Street,77002,Houston,4,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d258636-Reviews-Alden_Houston-Houston_Texas.html,,,hotel,258636,Alden-Houston
TX,2900 Briarpark Dr.,77042,Houston,3.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d98920-Reviews-Houston_Marriott_Westchase-Houston_Texas.html,,,hotel,98920,Houston Marriott Westchase
TX,10130 Almeda Genoa Road,77075,Houston,2,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d1236706-Reviews-Super_8_Houston_Hobby_Airport_South-Houston_Texas.html,,,hotel,1236706,Super 8 Houston Hobby Airport South
TX,525 Bay Area Boulevard,77058,Houston,3,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d108057-Reviews-Residence_Inn_Houston_Clear_Lake-Houston_Texas.html,,,hotel,108057,Residence Inn Houston Clear Lake
TX,10015 South Main Street,77025-5209,Houston,2,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d240436-Reviews-Carefree_Inn_Medical_Center-Houston_Texas.html,,,hotel,240436,Carefree Inn Medical Center
TX,8888 Gulf Freeway,77017,Houston,2,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d266158-Reviews-Super_8_Houston_Hobby_Airport_I_45-Houston_Texas.html,,,hotel,266158,Super 8 Houston/Hobby Airport/I-45
TX,11460 East Freeway (I-10 East),77029,Houston,2.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d559491-Reviews-Holiday_Inn_Express_Houston_East-Houston_Texas.html,,,hotel,559491,Holiday Inn Express Houston East
TX,7443 Cullen Blvd,77051,Houston,,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d1630591-Reviews-Crowne_Plaza-Houston_Texas.html,,,hotel,1630591,Crowne Plaza
TX,9911 Buffalo Speedway,77054,Houston,2,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d99106-Reviews-La_Quinta_Inn_Houston_Medical_Reliant_Center-Houston_Texas.html,,,hotel,99106,La Quinta Inn Houston Medical / Reliant Center
TX,2222 West Loop South,77027,Houston,4,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d242394-Reviews-Royal_Sonesta_Hotel_Houston-Houston_Texas.html,,,hotel,242394,Royal Sonesta Hotel Houston
TX,15222 John F Kennedy Blvd,77032,Houston,3,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d108148-Reviews-Holiday_Inn_Houston_Intercontinental_Airport-Houston_Texas.html,,,hotel,108148,Holiday Inn Houston Intercontinental Airport
TX,10655 Katy Freeway,77024,Houston,3,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d99067-Reviews-Four_Points_by_Sheraton_Houston_Memorial_City-Houston_Texas.html,,,hotel,99067,"Four Points by Sheraton Houston, Memorial City"
TX,1150 Eldridge Parkway,77077,Houston,,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d585164-Reviews-Residence_Inn_Houston_West_Energy_Corridor-Houston_Texas.html,,,hotel,585164,Residence Inn Houston West/Energy Corridor
TX,18700 John F. Kennedy Boulevard,77032,Houston,3.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d98987-Reviews-Marriott_Houston_Airport_at_George_Bush_Intercontinental-Houston_Texas.html,,,hotel,98987,Marriott Houston Airport at George Bush Intercontinental
TX,2424 W Sam Houston Pkwy.,77042,Houston,2,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d107863-Reviews-Extended_Stay_America_Houston_Westchase_Westheimer-Houston_Texas.html,,,hotel,107863,Extended Stay America - Houston - Westchase - Westheimer
TX,8510 Almeda Rd,77054,Houston,,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d258634-Reviews-Scottish_Inn_Suites_Reliant_Park_Six_Flags-Houston_Texas.html,,,hotel,258634,Scottish Inn & Suites Reliant Park/Six Flags
TX,1050 Bay Area Boulevard,77058,Houston,2,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d108054-Reviews-TownePlace_Suites_Houston_Clear_Lake-Houston_Texas.html,,,hotel,108054,TownePlace Suites Houston Clear Lake
TX,2930 West Sam Houston Parkway South,77042,Houston,2.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d223158-Reviews-Quality_Inn_Suites_West_Chase-Houston_Texas.html,,,hotel,223158,Quality Inn & Suites West Chase
TX,9120 West Road,77064,Houston,2.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d1773009-Reviews-Holiday_Inn_Express_Hotel_Suites_Houston_NW_Beltway_8_West_Road-Houston_Texas.html,,,hotel,1773009,Holiday Inn Express Hotel & Suites Houston NW-Beltway 8-West Road
TX,300 Ronan Park Place,77060,Houston,3,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d107834-Reviews-Hyatt_Place_Houston_Greenspoint_IAH_Airport-Houston_Texas.html,,,hotel,107834,Hyatt Place Houston/Greenspoint/IAH Airport
TX,4500 Post Oak Parkway,77027,Houston,2.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d223154-Reviews-Hampton_Inn_Houston_Near_The_Galleria-Houston_Texas.html,,,hotel,223154,Hampton Inn Houston - Near The Galleria
TX,401 Bay Area Blvd.,77058,Houston,3,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d223164-Reviews-Homewood_Suites_by_Hilton_Houston_Clear_Lake-Houston_Texas.html,,,hotel,223164,Homewood Suites by Hilton Houston - Clear Lake
TX,7902 Mosley Road,77061,Houston,2.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d108149-Reviews-Drury_Inn_Suites_Houston_Hobby-Houston_Texas.html,,,hotel,108149,Drury Inn & Suites Houston Hobby
TX,15350 John F. Kennedy Boulevard,77032,Houston,3,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d142023-Reviews-Ramada_Houston_Intercontinental_Airport_South-Houston_Texas.html,,,hotel,142023,Ramada Houston Intercontinental Airport South
TX,502 N Sam Houston Parkway East,77060,Houston,2.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d223148-Reviews-Baymont_Inn_Suites_Houston-Houston_Texas.html,,,hotel,223148,Baymont Inn & Suites Houston
TX,9999 Westheimer Road,77042-3802,Houston,3.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d99132-Reviews-Hilton_Houston_Westchase-Houston_Texas.html,,,hotel,99132,Hilton Houston Westchase
TX,10521 I-10 East Freeway,77029,Houston,2.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d108020-Reviews-BEST_WESTERN_Heritage_Inn-Houston_Texas.html,,,hotel,108020,BEST WESTERN Heritage Inn
TX,9190 Gulf Freeway,77017,Houston,3,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d108150-Reviews-Courtyard_by_Marriott_Houston_Hobby_Airport-Houston_Texas.html,,,hotel,108150,Courtyard by Marriott Houston Hobby Airport
TX,2830 Wilcrest Drive & Westheimer,77042,Houston,2.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d223141-Reviews-Comfort_Suites_Westchase-Houston_Texas.html,,,hotel,223141,Comfort Suites Westchase
TX,10137 North Freeway,77037,Houston,2.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d223160-Reviews-Days_Inn_And_Suites_Houston_IAH_Airport-Houston_Texas.html,,,hotel,223160,Days Inn And Suites Houston IAH Airport
TX,6687 Southwest Freeway,77074,Houston,2.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d223179-Reviews-Holiday_Inn_Express_Hotel_Suites_Houston_Hwy_59S_Hillcroft-Houston_Texas.html,,,hotel,223179,Holiday Inn Express Hotel & Suites Houston Hwy 59S/Hillcroft
TX,15700 John F Kennedy Boulevard,77032,Houston,3.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d99101-Reviews-Sheraton_North_Houston_at_George_Bush_Intercontinental-Houston_Texas.html,,,hotel,99101,Sheraton North Houston at George Bush Intercontinental
TX,1225 Eldridge Pkwy,77077,Houston,3,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d596014-Reviews-Staybridge_Suites_Houston_West_Energy_Corridor-Houston_Texas.html,,,hotel,596014,Staybridge Suites Houston West / Energy Corridor
TX,14720 State Highway 249,77086,Houston,,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d815515-Reviews-Scottish_Inns_Suites_Willowbrook-Houston_Texas.html,,,hotel,815515,Scottish Inns & Suites - Willowbrook
TX,12485 Gulf Freeway,77034,Houston,2,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d256700-Reviews-Sun_Suites_of_Hobby_Clearlake-Houston_Texas.html,,,hotel,256700,Sun Suites of Hobby / Clearlake
TX,3100 West Sam Houston Pkwy S,77042,Houston,2,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d256702-Reviews-Sun_Suites_Of_Westchase-Houston_Texas.html,,,hotel,256702,Sun Suites Of Westchase
TX,1910 North Sam Houston Parkway East,77032,Houston,3,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d2712053-Reviews-Staybridge_Suites_Houston_Iah_Beltway_8-Houston_Texas.html,,,hotel,2712053,Staybridge Suites Houston Iah - Beltway 8
TX,11744 Southwest Freeway,77031,Houston,2,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d650546-Reviews-Symphony_Inn_Suites-Houston_Texas.html,,,hotel,650546,Symphony Inn & Suites
TX,9604 S. Main,77025,Houston,1.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d99004-Reviews-Americas_Best_Value_Inn_Texas_Medical_Center_Reliant_Park-Houston_Texas.html,,,hotel,99004,Americas Best Value Inn-Texas Medical Center/Reliant Park
TX,8620 Airport Blvd,77061,Houston,2.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d223149-Reviews-Hampton_Inn_Houston_Hobby_Airport-Houston_Texas.html,,,hotel,223149,Hampton Inn Houston Hobby Airport
TX,8181 Airport Boulevard,77061-4142,Houston,3.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d98989-Reviews-DoubleTree_by_Hilton_Houston_Hobby_Airport-Houston_Texas.html,,,hotel,98989,DoubleTree by Hilton Houston Hobby Airport
TX,4900 Loop Central Drive,77081,Houston,2,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d107930-Reviews-Candlewood_Suites_Houston_by_the_Galleria-Houston_Texas.html,,,hotel,107930,Candlewood Suites Houston by the Galleria
TX,11113 Katy Freeway,77079-2102,Houston,2,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d99041-Reviews-La_Quinta_Inn_Houston_Wilcrest-Houston_Texas.html,,,hotel,99041,La Quinta Inn Houston Wilcrest
TX,8800 Airport Blvd.,77061,Houston,2,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d1627951-Reviews-Travelodge_Houston-Houston_Texas.html,,,hotel,1627951,Travelodge Houston
TX,6440 W Sam Houston Pkwy S,77072,Houston,2.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d486939-Reviews-Hampton_Inn_Suites_Houston_Westchase-Houston_Texas.html,,,hotel,486939,Hampton Inn & Suites Houston-Westchase
TX,4515 Airline Dr,77022,Houston,,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d558146-Reviews-Star_Inn_Suites-Houston_Texas.html,,,hotel,558146,Star Inn & Suites
TX,12010 Kuykendahl Road,77067,Houston,2,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d258635-Reviews-Sun_Suites_Of_Greenspoint-Houston_Texas.html,,,hotel,258635,Sun Suites Of Greenspoint
TX,2419 Riverside Drive,77004,Houston,,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d1636050-Reviews-Americas_Best_Value_Inn_Medical_Center_North-Houston_Texas.html,,,hotel,1636050,Americas Best Value Inn - Medical Center North
TX,5550 Homestead Road,77028,Houston,2,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d266326-Reviews-Super_8_Houston_Downtown_I_610-Houston_Texas.html,,,hotel,266326,Super 8 Houston/Downtown/I-610
TX,1308 Clay St,77002,Houston,,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d1155392-Reviews-Athens_Hotel_Suites-Houston_Texas.html,,,hotel,1155392,Athens Hotel Suites
TX,12170 Northwest Freeway,77092,Houston,2,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d107884-Reviews-Americas_Best_Value_Inn_Suites_Houston_Northwest-Houston_Texas.html,,,hotel,107884,Americas Best Value Inn & Suites - Houston/Northwest
TX,500 N Sam Houston Pkwy,77060,Houston,3,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d1514581-Reviews-Park_Inn_by_Radisson_Houston_North-Houston_Texas.html,,,hotel,1514581,"Park Inn by Radisson, Houston North"
TX,8611 Airport Blvd.,77061,Houston,3,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d98964-Reviews-Holiday_Inn_Houston_Hobby_Airport-Houston_Texas.html,,,hotel,98964,Holiday Inn Houston Hobby Airport
TX,"15385 Katy Freeway, I-10",77094,Houston,2.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d595438-Reviews-Extended_Stay_America_Houston_Katy_Freeway_Energy_Corridor-Houston_Texas.html,,,hotel,595438,Extended Stay America - Houston - Katy Freeway - Energy Corridor
TX,8017 Katy Freeway,77024,Houston,,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d1160746-Reviews-La_Quinta_Inn_Houston_Wirt_Road-Houston_Texas.html,,,hotel,1160746,La Quinta Inn Houston Wirt Road
TX,9902 Gulf Freeway,77034,Houston,2,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d99013-Reviews-Baymont_Inn_Houston_Hobby_Airport-Houston_Texas.html,,,hotel,99013,Baymont Inn Houston Hobby Airport
TX,2300 McCue Rd,77056,Houston,,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d107846-Reviews-Montecito_Apartment_Suites-Houston_Texas.html,,,hotel,107846,Montecito Apartment Suites
TX,2551 I 45 NORTH,77034,Houston,,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d1146185-Reviews-Value_Place_Conroe-Houston_Texas.html,,,hotel,1146185,Value Place Conroe
TX,13213 I-10 East Freeway,77015,Houston,,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d226728-Reviews-Interstate_Motor_Lodge-Houston_Texas.html,,,hotel,226728,Interstate Motor Lodge
TX,14255 Northwest Freeway,77040,Houston,,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d239859-Reviews-Studio_6_Houston_Northwest-Houston_Texas.html,,,hotel,239859,Studio 6 Houston Northwest
TX,7787 Katy Freeway,77024,Houston,3,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d98962-Reviews-Holiday_Inn_Houston_Near_The_Galleria-Houston_Texas.html,,,hotel,98962,Holiday Inn Houston Near The Galleria
TX,125 Airtex Drive,77090,Houston,2.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d223178-Reviews-Holiday_Inn_Express_Suites_Houston_North_Intercontinental-Houston_Texas.html,,,hotel,223178,Holiday Inn Express & Suites Houston North Intercontinental
TX,2200 South Wayside Drive,77023,Houston,,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d98940-Reviews-Houston_Inn_and_Suites-Houston_Texas.html,,,hotel,98940,Houston Inn and Suites
TX,6630 Hoover Street,77092,Houston,2,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d107802-Reviews-Econo_Lodge-Houston_Texas.html,,,hotel,107802,Econo Lodge
TX,15313 Gulf Freeway,77034,Houston,2,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d277895-Reviews-Howard_Johnson_Clearlake-Houston_Texas.html,,,hotel,277895,Howard Johnson Clearlake
TX,9000 S Main St,77025,Houston,,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d108136-Reviews-Best_Value_Inn_Suites_Houston-Houston_Texas.html,,,hotel,108136,Best Value Inn & Suites Houston
TX,8115 East Haven Blvd,77034,Houston,,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d488773-Reviews-Airport_Inn_And_Suites-Houston_Texas.html,,,hotel,488773,Airport Inn And Suites
TX,11230 Southwest Freeway,77031,Houston,2.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d223156-Reviews-Comfort_Inn_Houston-Houston_Texas.html,,,hotel,223156,Comfort Inn Houston
TX,4602 Katy Freeway/I-10,77007,Houston,2,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d107903-Reviews-Howard_Johnson_Express_Inn_Houston-Houston_Texas.html,,,hotel,107903,Howard Johnson Express Inn - Houston
TX,7979 Fannin Street,77054,Houston,2,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d217745-Reviews-Extended_Stay_America_Houston_Med_Ctr_Reliant_Pk_Fannin_St-Houston_Texas.html,,,hotel,217745,Extended Stay America - Houston - Med. Ctr. - Reliant Pk. - Fannin St.
TX,17617 North Freeway,77090,Houston,2.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d107769-Reviews-Fairfield_Inn_Suites_Houston_I_45_North-Houston_Texas.html,,,hotel,107769,Fairfield Inn & Suites Houston I-45 North
TX,12701 North Freeway,77060,Houston,,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d223135-Reviews-Travelodge_Houston_Intercontinental-Houston_Texas.html,,,hotel,223135,Travelodge Houston - Intercontinental
TX,419 1/2 San Jacinto Street,77002,Houston,,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d122746-Reviews-Londale_Hotel-Houston_Texas.html,,,hotel,122746,Londale Hotel
TX,3030 West Sam Houston Parkway South,77042,Houston,,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d226721-Reviews-Studio_6_Houston_Westchase-Houston_Texas.html,,,hotel,226721,Studio 6 Houston - Westchase
TX,6885 Southwest Freeway,77074,Houston,2,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d107713-Reviews-Ramada_Houston_Southwest-Houston_Texas.html,,,hotel,107713,Ramada Houston Southwest
TX,7905 S Main St,77025,Houston,,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d142353-Reviews-Econo_Lodge_Medical_Center-Houston_Texas.html,,,hotel,142353,Econo Lodge Medical Center
TX,7775 Airport Blvd,77061,Houston,,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d266125-Reviews-Hobby_Inn_and_Suites-Houston_Texas.html,,,hotel,266125,Hobby Inn and Suites
TX,12223 Veterans Memorial Dr,77067,Houston,,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d596446-Reviews-Texan_Inn_Suites-Houston_Texas.html,,,hotel,596446,Texan Inn & Suites
TX,14996 Northwest Freeway,77040,Houston,,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d98976-Reviews-Hotel_Preet_Northwest-Houston_Texas.html,,,hotel,98976,Hotel Preet Northwest
TX,13125 FM 1960 West,77065,Houston,,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d223183-Reviews-InTown_Suites_Houston_Northwest_Cy_Fair_XHW_Houston-Houston_Texas.html,,,hotel,223183,InTown Suites Houston Northwest / Cy-Fair (XHW) - Houston
TX,14041 NW Freeway,77040,Houston,,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d223184-Reviews-InTown_Suites_Highway_290-Houston_Texas.html,,,hotel,223184,InTown Suites Highway 290
